name,category,phone,addr_housenumber,addr_street,addr_city,addr_postcode,lat,lon,osm_type,osm_id,osm_link,maps_link
Asclepius,amenity:clinic,,,,,,43.562852,-79.709976,node,10769824006,https://www.openstreetmap.org/node/10769824006,"https://www.google.com/maps/search/?api=1&query=43.5628516,-79.7099759"
Bernstein Diet & Health Clinic,amenity:clinic,,,,,,43.702784,-79.785668,node,6546873273,https://www.openstreetmap.org/node/6546873273,"https://www.google.com/maps/search/?api=1&query=43.7027839,-79.785668"
Britannia Medical Clinic,amenity:clinic,,,,,,43.557445,-79.756098,node,2014556999,https://www.openstreetmap.org/node/2014556999,"https://www.google.com/maps/search/?api=1&query=43.5574446,-79.7560985"
Britannia Medical Clinic & Pharmacy,amenity:clinic,+1-905-785-1500,,,,,43.562314,-79.752611,node,4013812792,https://www.openstreetmap.org/node/4013812792,"https://www.google.com/maps/search/?api=1&query=43.5623143,-79.7526106"
Brittany Glen Medical Centre,amenity:clinic,+1 905 858 9393,5602,Tenth Line West,,,43.558023,-79.743004,node,10979707717,https://www.openstreetmap.org/node/10979707717,"https://www.google.com/maps/search/?api=1&query=43.5580234,-79.7430039"
Burlington Professional Centre,amenity:clinic,,3155,Harvester Road,Burlington,L7N 3N8,43.354195,-79.797341,node,4486121710,https://www.openstreetmap.org/node/4486121710,"https://www.google.com/maps/search/?api=1&query=43.354195,-79.7973409"
CHM Therapy Services,amenity:clinic,,,,,,43.516105,-79.886870,node,10934162339,https://www.openstreetmap.org/node/10934162339,"https://www.google.com/maps/search/?api=1&query=43.5161046,-79.8868702"
Churchill Meadows Medical Centre,amenity:clinic,+1-905-858-7337,,,,,43.560061,-79.733972,node,3758441383,https://www.openstreetmap.org/node/3758441383,"https://www.google.com/maps/search/?api=1&query=43.560061,-79.7339719"
Connect Cognitive Therapy,amenity:clinic,,,,,,43.582119,-79.714548,node,5909816239,https://www.openstreetmap.org/node/5909816239,"https://www.google.com/maps/search/?api=1&query=43.5821191,-79.7145478"
Copper Ridge Medical Centre,amenity:clinic,,,,,,43.633462,-79.770291,node,4004464046,https://www.openstreetmap.org/node/4004464046,"https://www.google.com/maps/search/?api=1&query=43.6334616,-79.7702915"
Credit Valley Diagnostic Centre,amenity:clinic,,,,,,43.562400,-79.702229,node,12654058727,https://www.openstreetmap.org/node/12654058727,"https://www.google.com/maps/search/?api=1&query=43.5624002,-79.7022288"
Credit Valley X-Ray & Ultrasound,amenity:clinic,,,,,,43.580245,-79.759236,node,3944580856,https://www.openstreetmap.org/node/3944580856,"https://www.google.com/maps/search/?api=1&query=43.5802446,-79.7592355"
Derry Medical Clinic,amenity:clinic,,,,,,43.583172,-79.779060,node,3976482945,https://www.openstreetmap.org/node/3976482945,"https://www.google.com/maps/search/?api=1&query=43.5831721,-79.7790603"
Dundas Neyagawa Walk in Clinic,amenity:clinic,,,,,,43.466842,-79.744473,node,4868553930,https://www.openstreetmap.org/node/4868553930,"https://www.google.com/maps/search/?api=1&query=43.4668422,-79.7444727"
Eastwood Psychologists,amenity:clinic,,,,,,43.685100,-79.758502,node,13357976456,https://www.openstreetmap.org/node/13357976456,"https://www.google.com/maps/search/?api=1&query=43.6851002,-79.7585022"
Eglinton Churchill Medical Centre & Pharmacy,amenity:clinic,,2901,Eglinton Avenue West,,,43.552085,-79.716096,node,3942806128,https://www.openstreetmap.org/node/3942806128,"https://www.google.com/maps/search/?api=1&query=43.552085,-79.7160963"
Falconer Medical Center,amenity:clinic,+1-905-567-0008,,,,,43.605974,-79.728341,node,4015804206,https://www.openstreetmap.org/node/4015804206,"https://www.google.com/maps/search/?api=1&query=43.6059743,-79.7283406"
Holy Family Wellness Centre Inc,amenity:clinic,,,,,,43.642768,-79.746895,node,4006780647,https://www.openstreetmap.org/node/4006780647,"https://www.google.com/maps/search/?api=1&query=43.6427683,-79.7468948"
Joseph Brant Wellness House,amenity:clinic,,2160,Itabashi Way,Burlington,,43.385534,-79.794893,node,2562348890,https://www.openstreetmap.org/node/2562348890,"https://www.google.com/maps/search/?api=1&query=43.3855339,-79.7948932"
Levi Walk-In Clinic,amenity:clinic,,,,,,43.621619,-79.743283,node,4006810065,https://www.openstreetmap.org/node/4006810065,"https://www.google.com/maps/search/?api=1&query=43.6216194,-79.7432826"
Lifetime Rehab,amenity:clinic,,,,,,43.708545,-79.733059,node,9008342341,https://www.openstreetmap.org/node/9008342341,"https://www.google.com/maps/search/?api=1&query=43.708545,-79.7330587"
LiveYoung MediClinic,amenity:clinic,,,,,,43.521305,-79.892921,node,10934177209,https://www.openstreetmap.org/node/10934177209,"https://www.google.com/maps/search/?api=1&query=43.5213055,-79.892921"
M.A.R.C.H. Climate Care,amenity:clinic,+1-905-875-2700,,,,,43.525674,-79.869951,node,2204624869,https://www.openstreetmap.org/node/2204624869,"https://www.google.com/maps/search/?api=1&query=43.5256738,-79.8699506"
Main Street Medical Centre Walk-In Clinic,amenity:clinic,,,,,,43.724022,-79.814184,node,1918832363,https://www.openstreetmap.org/node/1918832363,"https://www.google.com/maps/search/?api=1&query=43.7240221,-79.8141844"
Maple Mews Medical Clinic,amenity:clinic,,,,,,43.331018,-79.819475,node,7859013324,https://www.openstreetmap.org/node/7859013324,"https://www.google.com/maps/search/?api=1&query=43.3310177,-79.8194748"
Mavis Medical Centre,amenity:clinic,+1-905-216-6995,,,,,43.643156,-79.746542,node,4006780649,https://www.openstreetmap.org/node/4006780649,"https://www.google.com/maps/search/?api=1&query=43.6431563,-79.7465415"
Milton Trails Medical Clinic,amenity:clinic,,,,,,43.492059,-79.878634,node,3450552427,https://www.openstreetmap.org/node/3450552427,"https://www.google.com/maps/search/?api=1&query=43.492059,-79.878634"
Milton Urgent Care Clinic,amenity:clinic,,,,,,43.497377,-79.874272,node,2196760327,https://www.openstreetmap.org/node/2196760327,"https://www.google.com/maps/search/?api=1&query=43.4973771,-79.8742716"
Optimal Health,amenity:clinic,,,,,,43.325122,-79.796696,node,12076332269,https://www.openstreetmap.org/node/12076332269,"https://www.google.com/maps/search/?api=1&query=43.3251224,-79.7966964"
Ortho+Plus,amenity:clinic,,2905,Eglinton Avenue West,,,43.552068,-79.717199,node,3942806130,https://www.openstreetmap.org/node/3942806130,"https://www.google.com/maps/search/?api=1&query=43.5520683,-79.7171991"
Orthopedics In Motion,amenity:clinic,,3050,Preserve Drive,,,43.475457,-79.736397,node,3994352177,https://www.openstreetmap.org/node/3994352177,"https://www.google.com/maps/search/?api=1&query=43.4754568,-79.736397"
Passport Health Burlington Travel Clinic,amenity:clinic,,5500,North Service Road,Burlington,L7L 6W6,43.396159,-79.761312,node,13759350768,https://www.openstreetmap.org/node/13759350768,"https://www.google.com/maps/search/?api=1&query=43.3961594,-79.7613121"
Pediatric Plus,amenity:clinic,,,,,,43.368701,-79.792261,node,12695135452,https://www.openstreetmap.org/node/12695135452,"https://www.google.com/maps/search/?api=1&query=43.3687013,-79.7922611"
Peel Public Health Clinic,amenity:clinic,+1-905-270-5662,,,,,43.581552,-79.757695,node,3944582770,https://www.openstreetmap.org/node/3944582770,"https://www.google.com/maps/search/?api=1&query=43.5815523,-79.7576947"
Pickwick Medical Clinic,amenity:clinic,,,,,,43.592416,-79.703598,node,3957175563,https://www.openstreetmap.org/node/3957175563,"https://www.google.com/maps/search/?api=1&query=43.592416,-79.7035984"
Queen Medical Centre,amenity:clinic,,,,,,43.582459,-79.717298,node,3459661442,https://www.openstreetmap.org/node/3459661442,"https://www.google.com/maps/search/?api=1&query=43.5824593,-79.717298"
Queen's Urgent Care and Medical Centre Brampton,amenity:clinic,,263,Queen Street East,,,43.700251,-79.743463,node,8333963802,https://www.openstreetmap.org/node/8333963802,"https://www.google.com/maps/search/?api=1&query=43.7002506,-79.7434628"
Royal West Medical Centre,amenity:clinic,,,,,,43.659969,-79.813751,node,4006774599,https://www.openstreetmap.org/node/4006774599,"https://www.google.com/maps/search/?api=1&query=43.6599693,-79.8137515"
Sandalwood Walk-in Clinic - Dentist,amenity:clinic,,,,,,43.726936,-79.797348,node,1870140354,https://www.openstreetmap.org/node/1870140354,"https://www.google.com/maps/search/?api=1&query=43.7269356,-79.797348"
StoryBrook Medical Clinic,amenity:clinic,,,,,,43.712788,-79.827187,node,3475166941,https://www.openstreetmap.org/node/3475166941,"https://www.google.com/maps/search/?api=1&query=43.7127879,-79.827187"
Sun Health Care,amenity:clinic,,,,,,43.684790,-79.761440,node,12569743410,https://www.openstreetmap.org/node/12569743410,"https://www.google.com/maps/search/?api=1&query=43.6847904,-79.7614397"
Walkers Medical Center Walk-in Clinic,amenity:clinic,+1 9053355959,1821,Walkers Line,,,43.378921,-79.804011,node,12160521271,https://www.openstreetmap.org/node/12160521271,"https://www.google.com/maps/search/?api=1&query=43.3789208,-79.8040108"
West Medical Centre,amenity:clinic,,,,,,43.705191,-79.725930,node,9008371458,https://www.openstreetmap.org/node/9008371458,"https://www.google.com/maps/search/?api=1&query=43.7051905,-79.72593"
Aldershot Dental Care,amenity:dentist,,,,,,43.304282,-79.856636,node,1356002440,https://www.openstreetmap.org/node/1356002440,"https://www.google.com/maps/search/?api=1&query=43.3042821,-79.8566362"
Aldershot Dental Hygiene,amenity:dentist,,,,,,43.316052,-79.840105,node,8502111830,https://www.openstreetmap.org/node/8502111830,"https://www.google.com/maps/search/?api=1&query=43.3160515,-79.8401051"
Altima Dental,amenity:dentist,,5100,Erin Mills Parkway,,,43.558119,-79.711502,node,6556405149,https://www.openstreetmap.org/node/6556405149,"https://www.google.com/maps/search/?api=1&query=43.5581189,-79.7115018"
Altima Dental,amenity:dentist,,,,,,43.715414,-79.721486,node,6659645012,https://www.openstreetmap.org/node/6659645012,"https://www.google.com/maps/search/?api=1&query=43.7154136,-79.7214863"
Aquitaine Dental,amenity:dentist,,,,,,43.582683,-79.765041,node,3440055622,https://www.openstreetmap.org/node/3440055622,"https://www.google.com/maps/search/?api=1&query=43.5826826,-79.7650412"
Art of Dentistry,amenity:dentist,+1 9058264040,,,,,43.583487,-79.759398,node,3410784116,https://www.openstreetmap.org/node/3410784116,"https://www.google.com/maps/search/?api=1&query=43.5834871,-79.7593979"
Asadi.Lewis Dentistry,amenity:dentist,,,,,,43.714843,-79.722708,node,9071040605,https://www.openstreetmap.org/node/9071040605,"https://www.google.com/maps/search/?api=1&query=43.7148426,-79.7227077"
Beech Dentistry,amenity:dentist,,,,,,43.694198,-79.752039,node,9008404850,https://www.openstreetmap.org/node/9008404850,"https://www.google.com/maps/search/?api=1&query=43.6941984,-79.7520392"
Blossom Smiles Dental,amenity:dentist,,3235,Fairview Street,Burlington,L7N 3L1,43.352858,-79.788851,node,13002618839,https://www.openstreetmap.org/node/13002618839,"https://www.google.com/maps/search/?api=1&query=43.3528579,-79.788851"
Bram West Family Dental,amenity:dentist,,,,,,43.681016,-79.804185,node,3303286933,https://www.openstreetmap.org/node/3303286933,"https://www.google.com/maps/search/?api=1&query=43.681016,-79.8041854"
Bramalea 7 Family Dental Centre,amenity:dentist,,,,,,43.723875,-79.717178,node,6547874073,https://www.openstreetmap.org/node/6547874073,"https://www.google.com/maps/search/?api=1&query=43.7238752,-79.7171777"
Brampton Dental Group,amenity:dentist,,,,,,43.683838,-79.761865,node,12569743409,https://www.openstreetmap.org/node/12569743409,"https://www.google.com/maps/search/?api=1&query=43.6838381,-79.7618645"
Brampton Denture Clinic & Wellness Centre,amenity:dentist,,,,,,43.686170,-79.759384,node,13357938779,https://www.openstreetmap.org/node/13357938779,"https://www.google.com/maps/search/?api=1&query=43.6861699,-79.7593844"
Bramrose Dental,amenity:dentist,,,,,,43.702458,-79.739645,node,10780168406,https://www.openstreetmap.org/node/10780168406,"https://www.google.com/maps/search/?api=1&query=43.7024581,-79.7396447"
Brant Dental Office,amenity:dentist,+1-905-631-3043,,,,,43.339516,-79.817486,node,2951561633,https://www.openstreetmap.org/node/2951561633,"https://www.google.com/maps/search/?api=1&query=43.339516,-79.8174863"
Brant Hills Dental Centre,amenity:dentist,+1-905-336-1809,,,,,43.356831,-79.842310,node,2698208710,https://www.openstreetmap.org/node/2698208710,"https://www.google.com/maps/search/?api=1&query=43.3568309,-79.84231"
Brinkley Dental Group,amenity:dentist,,,,,,43.730508,-79.821362,node,1913557902,https://www.openstreetmap.org/node/1913557902,"https://www.google.com/maps/search/?api=1&query=43.7305081,-79.8213617"
Brisdale Family Dentistry,amenity:dentist,,,,,,43.683750,-79.811939,node,2753052252,https://www.openstreetmap.org/node/2753052252,"https://www.google.com/maps/search/?api=1&query=43.6837498,-79.8119395"
Britannia Dental Centre,amenity:dentist,+1 9055423777,6040,Glen Erin Drive,,,43.574833,-79.739294,node,12865667318,https://www.openstreetmap.org/node/12865667318,"https://www.google.com/maps/search/?api=1&query=43.5748327,-79.7392936"
Bronte Cosmetic Dentistry,amenity:dentist,+1-905-827-2066,,,,,43.398674,-79.706771,node,3802921008,https://www.openstreetmap.org/node/3802921008,"https://www.google.com/maps/search/?api=1&query=43.3986742,-79.7067706"
Burlington Dental Centre,amenity:dentist,,,,,,43.337922,-79.818118,node,2168895024,https://www.openstreetmap.org/node/2168895024,"https://www.google.com/maps/search/?api=1&query=43.3379223,-79.8181184"
Burlington Denture Clinic,amenity:dentist,,,,,,43.328417,-79.802193,node,7859162965,https://www.openstreetmap.org/node/7859162965,"https://www.google.com/maps/search/?api=1&query=43.3284168,-79.8021931"
Chinguacousy Dentistry,amenity:dentist,,8975,Chinguacousy Road,,,43.667168,-79.778973,node,12810678985,https://www.openstreetmap.org/node/12810678985,"https://www.google.com/maps/search/?api=1&query=43.6671677,-79.7789733"
Churchill Meadows Dental Centre,amenity:dentist,,,,,,43.556888,-79.756706,node,2014557046,https://www.openstreetmap.org/node/2014557046,"https://www.google.com/maps/search/?api=1&query=43.5568878,-79.756706"
City South Dental,amenity:dentist,,,,,,43.658980,-79.727325,node,13093255119,https://www.openstreetmap.org/node/13093255119,"https://www.google.com/maps/search/?api=1&query=43.6589802,-79.7273246"
Clearview Endodontics,amenity:dentist,,,,,,43.663528,-79.730948,node,13093246277,https://www.openstreetmap.org/node/13093246277,"https://www.google.com/maps/search/?api=1&query=43.6635284,-79.7309476"
Conestoga Dental Centre,amenity:dentist,,,,,,43.714913,-79.780400,node,6547160026,https://www.openstreetmap.org/node/6547160026,"https://www.google.com/maps/search/?api=1&query=43.7149134,-79.7804001"
Confident Smile Dental Hygiene Clinic,amenity:dentist,+1-905-257-4257,532,Postridge Drive,,,43.490135,-79.715390,node,3410756073,https://www.openstreetmap.org/node/3410756073,"https://www.google.com/maps/search/?api=1&query=43.4901352,-79.7153901"
Copper Ridge Dental,amenity:dentist,,,,,,43.633354,-79.770095,node,4004464045,https://www.openstreetmap.org/node/4004464045,"https://www.google.com/maps/search/?api=1&query=43.6333543,-79.7700953"
Cosmetic Family & Implant Dentistry Dr. Elaine Fishbein Dr. Mandy Grewal & Associates,amenity:dentist,+1 9055427606,6855,Meadowvale Town Centre Circle,,,43.584058,-79.758376,node,12869566315,https://www.openstreetmap.org/node/12869566315,"https://www.google.com/maps/search/?api=1&query=43.5840575,-79.7583757"
Cosmodont Dentistry,amenity:dentist,,,,,,43.715122,-79.721256,node,6659686717,https://www.openstreetmap.org/node/6659686717,"https://www.google.com/maps/search/?api=1&query=43.7151225,-79.7212561"
Cossmann Dental,amenity:dentist,+1-905-858-8184,,,,,43.592807,-79.764355,node,3415076995,https://www.openstreetmap.org/node/3415076995,"https://www.google.com/maps/search/?api=1&query=43.5928066,-79.7643553"
Credit Ridge Dental Care,amenity:dentist,+1-905-451-7500,,,,,43.656675,-79.814054,node,1996496129,https://www.openstreetmap.org/node/1996496129,"https://www.google.com/maps/search/?api=1&query=43.6566747,-79.8140538"
Credit Valley Oral Surgery,amenity:dentist,,,,,,43.391601,-79.823688,node,12694927895,https://www.openstreetmap.org/node/12694927895,"https://www.google.com/maps/search/?api=1&query=43.3916005,-79.8236883"
Dawson Dental,amenity:dentist,,,,,,43.686922,-79.762135,node,703059174,https://www.openstreetmap.org/node/703059174,"https://www.google.com/maps/search/?api=1&query=43.6869223,-79.7621349"
Denali Dental,amenity:dentist,,,,,,43.521191,-79.893072,node,10934177208,https://www.openstreetmap.org/node/10934177208,"https://www.google.com/maps/search/?api=1&query=43.5211905,-79.8930716"
Dental Clinic,amenity:dentist,,,,,,43.681105,-79.804044,node,3303286934,https://www.openstreetmap.org/node/3303286934,"https://www.google.com/maps/search/?api=1&query=43.6811052,-79.8040437"
Dental Office,amenity:dentist,,,,,,43.686865,-79.761433,node,9008347253,https://www.openstreetmap.org/node/9008347253,"https://www.google.com/maps/search/?api=1&query=43.686865,-79.7614329"
